id,source_id,name,type_name,secteur_chefferie_commune_id
1612,1683,TABALA BENDO,G,199
1613,1684,YANGA GWAKA,G,199
1614,1685,BANGA BOLA,G,200
1615,1686,BOKALA,G,200
1616,1688,BOMBATI,G,200
1617,1689,BOSANGA,G,200
1618,1690,BOSIMBA,G,200
1619,1691,BOSO KUPE,G,200
1620,1692,BOSO KWELE,G,200
1621,1693,ENGBONDA,G,200
1622,1694,LIKAW,G,200
1623,1695,LIKULA,G,200
1624,1696,LIPONGA,G,200
1625,1697,LISOMBO,G,200
1626,1698,MONYONGO,G,200
1627,1699,MOSANGE,G,200
1628,1700,NGBONDO,G,200
1629,1701,TANDO,G,200
1630,1702,BOKONGE MONZUNGANI,G,201
1631,1703,BABALE,G,201
1632,1704,BAGENZA,G,201
1633,1705,DIOBO-LIPANGA,G,201
1634,1706,LIKIMI MOKE,G,201
1635,1707,MBONZA,G,201
1636,1708,MIMBO,G,201
1637,1709,MOZINGA  NGALE,G,201
1638,1641,BOKUDA,G,202
1639,1710,BOBANDU,G,202
1640,1711,BOBITO,G,202
1641,1712,BOGBAGUMA,G,202
1642,1713,BOGBULU,G,202
1643,1714,BOKANZI,G,202
1644,1715,BOKENGE,G,202
1645,1716,BOKODE,G,202
1646,1717,BOMBAKABO,G,202
1647,1718,BOMBAWILI,G,202
1648,1719,BOMINENGE,G,202
1649,1720,BOYAMBI,G,202
1650,1721,DAMIA,G,202
1651,1722,KALANDA,G,202
1652,1723,BOYELE BOMAWI,G,203
1653,1724,BODIGIA SEMBADIGIA,G,203
1654,1725,BODUMBILI,G,203
1655,1726,BOGBAKUNDU,G,203
1656,1727,BOGBIA  NWANGBIA,G,203
1657,1728,BOGORO,G,203
1658,1729,BOMANDEA,G,203
1659,1730,BOYELE BOGBAMELE,G,203
1660,1731,FULU  BOBALIA,G,203
1661,1732,LINGO TEBE,G,203
1662,1733,NGIMI,G,203
1663,1734,NWAGBENA,G,203
1664,1735,BOGBASE,G,204
1665,1736,BOKONOA,G,204
1666,1737,BOSEKPANGA,G,204
1667,1738,BOTELA,G,204
1668,1739,BUNGBA,G,204
1669,1740,BOBANGA,G,205
1670,1741,BOBASONGA,G,205
1671,1742,BODETOA,G,205
1672,1743,BODIGIA,G,205
1673,1744,BODULUNGBA,G,205
1674,1745,BOGBAKUTU,G,205
1675,1746,BOGBOSE - BOKADA,G,205
1676,1747,BOKODE,G,205
1677,1748,BOBEYI,G,206
1678,1749,BOKONZI,G,206
1679,1750,BOMBOMA I,G,206
1680,1751,BOMBOMA II,G,206
1681,1752,BOSO KOLOLO,G,206
1682,1753,BOSO LITE,G,206
1683,1754,BOSO MAKPELENGO,G,206
1684,1755,BOSO MBUBU,G,206
1685,1756,BOSO MOMBENGA,G,206
1686,1757,BOSO MONDEMBE,G,206
1687,1758,DINGO NGBANDI,G,206
1688,1759,LINGONDA,G,206
1689,1760,LOKOMBO,G,206
1690,1761,MAKENGO,G,206
1691,1762,MOTUBA,G,206
1692,1763,NZUMBELE,G,206
1693,1764,BOMBOLI,G,207
1694,1765,LOBALA POKO,G,207
1695,1766,LOBALA SUD,G,207
1696,1767,LOBALA TANDA,G,207
1697,1768,MONZOMBO,G,207
1698,1769,TANDA KOMBE,G,207
1699,1770,BOGBADONO,G,208
1700,1771,BOMBILI BODJIA,G,208
1701,1772,BOMINENGE BOYASE,G,208
1702,1773,FULU BOBANDU,G,208
1703,1774,KONDONGA,G,208
1704,1775,MBATI NGBOLO,G,208
1705,1776,MOLIA,G,208
1706,1777,MUMBONGO,G,208
1707,1778,NGWAGODO,G,208
1708,1779,SEZENE,G,208
1709,1780,BOMOLE,G,209
1710,1781,BOMPELA,G,209
1711,1782,BONDANGA,G,209
1712,1783,BONDONGO,G,209
1713,1784,BONYANGE,G,209
1714,1785,BOZABA,G,209
1715,1786,LIBOBI,G,209
1716,1787,LIFUNGA,G,209
1717,1788,LIKATA,G,209
1718,1789,LIMPOKO,G,209
1719,1790,LOKAY,G,209
1720,1791,LOKUTU,G,209
1721,1792,MABOKO,G,209
1722,1793,MOLIBA,G,209
1723,1794,MOLUNGA,G,209
1724,1795,MONDONGO,G,209
1725,1796,MONYA,G,209
1726,1797,SOMBE,G,209
1727,1798,BENDELE,G,210
1728,1799,BOGBA,G,210
1729,1800,BOMENGE,G,210
1730,1801,BOSO NDONGO,G,210
1731,1802,BOSO NGOZO,G,210
1732,1803,GBELE,G,210
1733,1804,GUGA,G,210
1734,1805,KUNGU,G,210
1735,1806,MBANZA BALAKPA,G,210
1736,1807,MBANZA LINGO,G,210
1737,1808,MBANZA WOLO,G,210
1738,1809,MBATI WENENGE,G,210
1739,1810,NGBANDA,G,210
1740,1811,NGELE,G,210
1741,1813,BOKILIO,G,211
1742,1814,BOKONGA,G,211
1743,1815,BOYASE,G,211
1744,1817,KWALA,G,211
1745,1822,MONO KATE,G,211
1746,1824,NGBAKA MABO,G,211
1747,1825,NGBUNDU NORD,G,211
1748,1826,NGBUNDU SUD,G,211
1749,1827,NGOMBE KPOSWA,G,211
1750,1812,BOGON,G,212
1751,1816,GBANDI,G,212
1752,1818,MBANZA BALAKPA,G,212
1753,1819,MONO GALABA,G,212
1754,1820,MONO GWAKA,G,212
1755,1821,MONO KAGA,G,212
1756,1823,NDJUMA,G,212
1757,1828,GBAKA VILISI,G,213
1758,1829,MBANZA BANGO,G,213
1759,1830,MBANZA LENGO,G,213
1760,1831,MBANZA NGBULUTU,G,213
1761,1832,MBATI PIKO,G,213
1762,1833,MONZOMBO,G,213
1763,1834,NGBAKA BONDOLO,G,213
1764,1835,NGOMBE BAU,G,213
1765,1836,BARINGA,G,214
1766,1837,BOILINGA,G,214
1767,1838,BOLONGO,G,214
1768,1839,BOMANDJA,G,214
1769,1840,EOS'EANSE,G,214
1770,1841,EOSALIKO,G,214
1771,1842,ESANGA,G,214
1772,1843,IMENDE,G,214
1773,1844,IWOKU,G,214
1774,1845,LIFINDO,G,214
1775,1846,LIFUMBA,G,214
1776,1847,LILEKO,G,214
1777,1848,LOLINGO,G,214
1778,1849,LOOLO,G,214
1779,1850,WAMBA LINDJA,G,214
1780,1851,BOKUMBE LOKOLE,G,215
1781,1852,BOLAKA,G,215
1782,1853,BOLEMBA,G,215
1783,1854,BOMWANKOY,G,215
1784,1855,EKALANKOY,G,215
1785,1856,LIKONGO,G,215
1786,1857,LIKUNDUAMBA,G,215
1787,1858,LOMBIOLO,G,215
1788,1859,MOMA,G,215
1789,1860,MOMPONO,G,215
1790,1861,YAAMA,G,215
1791,1862,BOYELA,G,216
1792,1863,LOMA,G,216
1793,1864,NSONGO MBOYO,G,216
1794,1865,BASEKE NTULU,G,217
1795,1866,BESONGOTE,G,217
1796,1867,BOLENDA,G,217
1797,1868,MPOMBI,G,217
1798,1869,NSAMBA,G,217
1799,1870,NTOMA BOANGA,G,217
1800,1871,TOMB'EKILI,G,217
1801,1872,NTOMB'ANKOLE,G,217
1802,1873,BOLINDO,G,218
1803,1874,BOSANGA,G,218
1804,1875,EFELE,G,218
1805,1876,ELEKU LOONGA,G,218
1806,1877,ILENG'ESOY,G,218
1807,1878,ISAKA BUSIRA,G,218
1808,1879,IYENGE,G,218
1809,1880,LINKUNDU,G,218
1810,1881,LOSANGA,G,218
1811,1882,MPOKO,G,218
1812,1883,NGELE,G,218
1813,1884,NKENGO,G,218
1814,1885,NKONDJI,G,218
1815,1886,BOKONGO LOTAKA,G,219
1816,1887,BOLONDO,G,219
1817,1888,BONG'AEKOTSI,G,219
1818,1889,BONG'AOKULI,G,219
1819,1890,BOONDE,G,219
1820,1891,BOTENDE,G,219
1821,1892,ILOMBE BOKELE,G,219
1822,1893,IMBO,G,219
1823,1894,LIONDJE,G,219
1824,1895,NDJOO,G,219
1825,1896,NSAMBA  BOLAKA,G,219
1826,1897,NTOMBA BONGALA,G,219
1827,1898,BOLIANGAMA,G,220
1828,1899,BOONO BOENE,G,220
1829,1900,INTSIKE,G,220
1830,1901,NGOMB'AMUNA,G,220
1831,1902,NKWE,G,220
1832,1903,NONG'ELEMA,G,220
1833,1904,NONG'OKWA,G,220
1834,1905,NONG'ONGOMO,G,220
1835,1906,YONGO BOOLI,G,220
1836,1907,YONGO YALA,G,220
1837,1909,BOKOKA,G,221
1838,1910,BONKONE,G,221
1839,1911,LOLINGO SECONDAIRE,G,221
1840,1912,MONDJ'OKULI,G,221
1841,1913,NGOLE,G,221
1842,1914,BONKELI,G,222
1843,1915,EHULA,G,222
1844,1916,MANKANDA,G,222
1845,1917,MBELO,G,222
1846,1918,MONDJE YAFE,G,222
1847,1919,NTOMA,G,222
1848,1920,BEAMBE,G,223
1849,1921,LOFOMA,G,223
1850,1922,NKOMBE,G,223
1851,1923,LOLINGO PRINCIPALE,G,224
1852,1924,LOTOKO IKONGO,G,224
1853,1925,MOM'ELINGA,G,224
1854,1926,NGELEWA,G,224
1855,1927,NTOM'OKONE,G,224
1856,1928,NTOM'OSAMA,G,224
1857,1929,ILEMO BOTUNA,G,225
1858,1930,MOMBOYO  IKENGO,G,225
1859,1931,NKONE BOILI,G,225
1860,1932,NONGO LIFANGA,G,225
1861,1934,BOANGI,G,226
1862,1935,BOFONGE I,G,226
1863,1936,KONGI BAKELI,G,226
1864,1937,LOSAILA,G,226
1865,1938,LOTULO,G,226
1866,1939,LINGOMO,G,227
1867,1940,NKOLO,G,227
1868,1941,YAILALA,G,227
1869,1942,YALOOLA,G,227
1870,1943,YOLOTA,G,227
1871,1944,BALANGA,G,228
1872,1945,BOKUMBO,G,228
1873,1946,IYONDJI,G,228
1874,1947,LIKONDA,G,228
1875,1948,LINDJA I,G,228
1876,1949,LINDJA II,G,228
1877,1950,MPOMBI,G,228
1878,1951,NKOKOLOMBO,G,228
1879,1952,NSEMA,G,228
1880,1953,WAMBA YAKUSE,G,228
1881,1954,BOFONGE BUMA,G,229
1882,1955,BOFONGE II,G,229
1883,1956,BOKAKATA ELONDA,G,229
1884,1957,BONGOY,G,229
1885,1958,BOONDE,G,229
1886,1959,EALA,G,229
1887,1960,WANGA,G,229
1888,1961,YAMONGO,G,229
1889,1962,YETE,G,229
1890,1963,BOEKE,G,230
1891,1964,BOSO NDONGO,G,230
1892,1965,BOTENDE,G,230
1893,1966,MAKANZA,G,230
1894,1967,BOMBOLE,G,231
1895,1968,ILONGO,G,231
1896,1969,MOMA,G,231
1897,1970,MPANGO,G,231
1898,1971,TOPOKE,G,231
1899,1972,LIONDO ITALE,G,232
1900,1973,MONGANDO,G,232
1901,1974,BOKETSI,G,233
1902,1975,BOONDO,G,233
1903,1976,BOYONGO II,G,233
1904,1977,ELEKU,G,233
1905,1978,ENE,G,233
1906,1979,IKOLOMWA,G,233
1907,1980,LOKALO,G,233
1908,1981,MBANDAKA NGELO,G,233
1909,1982,MOMA YOSILA,G,233
1910,1983,NKOLE BALANGA,G,233
1911,1984,SAMANDA,G,233
1912,1985,SONDJO,G,233
1913,1986,WATSI,G,233
1914,1987,BOANGA,G,234
1915,1988,EKUKU,G,234
1916,1989,MBONGI,G,234
1917,1990,YAFORO,G,234
1918,1991,YOYE,G,234
1919,1992,BOMATE NKUMU,G,235
1920,1993,BOMBWANDZA INDOLE,G,235
1921,1994,NKOLE LOKORO,G,235
1922,1995,NTOMBA,G,235
1923,1996,WAFANYA,G,235
1924,1997,BOLENG'ANGELE,G,236
1925,1998,BOLENGE,G,236
1926,1999,BONGILI,G,236
1927,2000,BONGOY'AMPONGO,G,236
1928,2001,BOOLI,G,236
1929,2002,BOONDO BOENE,G,236
1930,2003,BOSONGO,G,236
1931,2004,EMENGEYE,G,236
1932,2005,ENTOW,G,236
1933,2006,ILANGA,G,236
1934,2007,IMOM'AMPAKO,G,236
1935,2008,ISAKA,G,236
1936,2009,ISOLU,G,236
1937,2010,MPENGE KABOKO,G,236
1938,2011,NDOMBA,G,236
1939,2012,NKAS'EKUNGU,G,236
1940,2013,NONG'ELOKWA,G,236
1941,2014,YANDJI,G,236
1942,2015,YONGO BOLOLONGO,G,236
1943,2016,ETETE,G,237
1944,2017,IYONG'ANONGO,G,237
1945,2018,LUELE,G,237
1946,2019,MPENGE,G,237
1947,2096,BAKUA BOWA BENA TUMBA,G,238
1948,2097,BAKUA INDU MUANA,G,238
1949,2098,BAKUA KABAMBI,G,238
1950,2099,BAKUA LUKODI II,G,238
1951,2100,BAKUA MUANZA MANDE,G,238
1952,2101,BAKUA-KALUWA,G,238
1953,2102,BAKWA BOWA I,G,238
1954,2103,BAKWA KALUME,G,238
1955,2105,BAKWA LUKODI I,G,238
1956,2106,BAKWA-BOWA II,G,238
1957,2107,BAKWA-MUYA I,G,238
1958,2108,BAKWA-MUYA II,G,238
1959,2109,BAKWANGA I,G,238
1960,2110,BAKWA-NKALA,G,238
1961,2111,BENA BASHALE,G,238
1962,2112,BENA KAPILE,G,238
1963,2113,BENA KAPILE II,G,238
1964,2114,BENA LUMBALA,G,238
1965,2115,BENA LUMUNA MIKOKO,G,238
1966,2116,BENA MBUYI A KADIASA,G,238
1967,2117,BENA MUKALA,G,238
1968,2118,BENA TSHITENGA,G,238
1969,2119,BENA-KALENGA I,G,238
1970,2120,BENA-KALENGA II MUTUMBA,G,238
1971,2121,BENA-MBIYE I,G,238
1972,2122,BENA-MBIYE II,G,238
1973,2123,MUAYILA MUKULU,G,238
1974,2124,BAKUA HINA,G,239
1975,2125,BAKUA KABALA,G,239
1976,2127,BAKUA KALUTU,G,239
1977,2128,BAKUA KANSUEBU KANDUNGU,G,239
1978,2129,BAKUA KHOMA MWAMBU,G,239
1979,2131,BAKUA KHUTU,G,239
1980,2132,BAKUA KIANYINGA,G,239
1981,2133,BAKUA KISAMBA,G,239
1982,2134,BAKUA KIVULA,G,239
1983,2136,BAKUA MALANDA,G,239
1984,2137,BAKWA MANGWALALA,G,239
1985,2138,BAKUA MASANGU,G,239
1986,2139,BAKUA MEMA,G,239
1987,2140,BAKUA MEMA SAMBA,G,239
1988,2141,BAKUA MEMA SANGO,G,239
1989,2143,BAKWA MUTA,G,239
1990,2144,BAKUA NDAMBI,G,239
1991,2145,BAKUA NGOJI,G,239
1992,2146,BAKUA NJILA,G,239
1993,2147,BAKUA NYAMA,G,239
1994,2149,BAKUA PASHI TSUMAYI,G,239
1995,2150,BAKUA SAMBA,G,239
1996,2151,BAKUA TSULE,G,239
1997,2152,BAKUA TSUMBA,G,239
1998,2153,BAKUA ZUNZU KAHEMBE,G,239
1999,2154,BAKUA-KISENZELE,G,239
2000,2155,BAKUA-KITOMBE,G,239
2001,2156,BAKUA-LEMBA,G,239
2002,2157,BAKUA-LUHOMBO,G,239
2003,2158,BAKUA-LUWANDA,G,239
2004,2160,BAKUA-NZUMBA,G,239
2005,2161,BAKUA-THUNDA,G,239
2006,2167,BASHI BUKONDO,G,239
2007,2241,KAMBA KHOTSHI II,G,240
2008,2168,BADINGA,G,241
2009,2169,BAKANDAKAJI,G,241
2010,2170,BAKETE,G,241
2011,2171,BENA NZADI,G,241
2012,2172,BENA TSHIBUKU,G,241
2013,2173,BENA TSHIBUKU LUKANDU,G,241
2014,2174,BENA-KAMBULU,G,241
2015,2175,BAJILA-MPAMPIA,G,242
2016,2176,BAKUA-MFUNYA,G,242
2017,2177,BAKUA-MUKUNA,G,242
2018,2178,BAKUA-NDAYE,G,242
2019,2180,BAKUA-NKOYI,G,242
2020,2181,BAKUA-TSHIPANGA,G,242
2021,2182,BAKWA LUBADI,G,242
2022,2183,BAKWA NGANDU,G,242
2023,2184,BAKWA NKOYI II,G,242
2024,2185,BAKWA TSHIPANGA II,G,242
2025,2186,BENA BELE,G,242
2026,2187,BENA KABANDA,G,242
2027,2188,BENA MBIYE MALU MALU,G,242
2028,2189,BENA MUAMBA MUTOMBO,G,242
2029,2190,BENA TSHIANGA,G,242
2030,2191,TSHIOKWE LUNDA,G,242
2031,2192,TSHIOKWE MAYAYA,G,242
2032,2193,BAKUA KATAWA,G,243
2033,2194,BAKUA-MUADI,G,243
2034,2195,BAKUA-MUANZA-MALENGE,G,243
2035,2196,BAKUA-MULUMBA-KATUA,G,243
2036,2197,BAKUA-MULUME,G,243
2037,2198,BAKUA-TSHIKOBA,G,243
2038,2200,BAKWA TSHIMUNA,G,243
2039,2201,BASHILA-NYUNYU,G,243
2040,2202,BENA MBUYI KENGE/KAPILE,G,243
2041,2203,BENA TSHILAMBU I,G,243
2042,2204,BENA TSHILAMBU II,G,243
2043,2205,BENA TSHISHIMBI,G,243
2044,2206,BENA-DIALA,G,243
2045,2207,BENA-KANKU-MBOMBO,G,243
2046,2208,BENA-MULABI,G,243
2047,2209,BENA-NSANGA,G,243
2048,2210,KAMBA KAPELE,G,243
2049,6114,BAKWA MUADI IV,G,243
2050,6115,BAKWA MUADI V,G,243
2051,6116,BAKWA MUADI VI,G,243
2052,2212,BAKWA MFUYA I,G,244
2053,2213,BAKWA SONGO I,G,244
2054,2214,BAKWA SONGO II,G,244
2055,2215,BAKWA SONGO III,G,244
2056,2216,BENA-MUDILU,G,244
2057,2217,KAMBA KHULU,G,244
2058,2218,KAMBA LEMBA,G,244
2059,2219,KAMBA MUA KANYIKA,G,244
2060,2221,KAMBA MUAUTALE,G,244
2061,2222,KAMBA NGUNJI SHAMUPELEKE,G,244
2062,2223,KAMBA TSHIAKO,G,244
2063,2224,KAMBA TSHIBUYI,G,244
2064,2225,KAMBA TSHIHUANGA,G,244
2065,2227,KAMBA TSHIWOLO,G,244
2066,2228,KAMBA WONO,G,244
2067,2229,KAMBA-KABINDA,G,244
2068,2230,KAMBA-TSHITHUI-MUYOMBO,G,244
2069,2231,KAYITA TSHITHUI TSHIA KALUNGA,G,244
2070,2232,KAYITA-KATEMBO,G,244
2071,2233,LUNDA MWIN DIMING,G,244
2072,2234,LUNDA TSHIANG,G,244
2073,2235,MINUNGU,G,244
2074,2236,TUSHINJI,G,244
2075,2237,AKUA-SONGO-SHATONGA,G,245
2076,2238,KAMBA KANDJI MBULUWAYA,G,245
2077,2239,KAMBA KAZAMBA,G,245
2078,2240,KAMBA KHOTSHI I,G,245
2079,2242,KAMBA NJINJI SHALUSOKE,G,245
2080,2243,KAMBA TANDA,G,245
2081,2245,KAMBA-KAKUNGA,G,245
2082,2246,KAMBA-MUATHA-KAPELE,G,245
2083,2247,KAMBA-MUATSHIKUMBA,G,245
2084,2248,KAMBA-SHATSHIONGA,G,245
2085,2249,KAMBA-SOLA,G,245
2086,2250,KAMBA-SOPO,G,245
2087,2251,KAMBA-TSHIME,G,245
2088,2252,KAMBA-TSHIMVUANDA,G,245
2089,2253,LUENA-KAHIYASE,G,245
2090,2254,LUNDA LUWEJA,G,245
2091,2255,MBUMBA-THUMBA,G,245
2092,2257,AKWA SONGO SHAKOMBE,G,245
2093,6109,THUMINUNGU SHAKAWA,G,245
2094,2258,BAKWA SONGO KAYITA,G,246
2095,2259,BAKWA-SONGO I,G,246
2096,2260,BULUNGU-MUNZANZA-KAMBA-TSHITADI,G,246
2097,2261,BUNGULU SHANGANGE,G,246
2098,2262,IN MAKAL,G,246
2099,2263,KALENGU-MBALE,G,246
2100,2264,KAMBA LEMBA MAZAL,G,246
2101,2265,KAMBA NGUJI KAMBOYA,G,246
2102,2266,KAMBA WONO MUKHASHI,G,246
2103,2267,KAMBA-KAPELE,G,246
2104,2268,KAMBA-LEMBA,G,246
2105,2269,KAMBA-MUKISHI (BAKWA-SONGO II),G,246
2106,2270,KAMBA-NGUNJI,G,246
2107,2271,KANA PUMBA,G,246
2108,2272,LUNDA KAUNGULA KAMESHI,G,246
2109,2274,LUNDA TSHIANDUKE,G,246
2110,2275,LUNDA-BUNGULU,G,246
2111,2276,LUNDA-KOMBANA,G,246
2112,2277,LUNDA-LUKHOKHESE,G,246
2113,2278,LUNDA-LUWEJA,G,246
2114,2279,MBANGU A MALASA,G,246
2115,2280,MINUNGU,G,246
2116,2281,SONGO KENGE,G,246
2117,2282,TSHUSHINJI,G,246
2118,2283,BAJILA-KASANGA-MBAWU,G,247
2119,2284,BAKUA MUKUNA,G,247
2120,2285,BAKUA NDOLO,G,247
2121,2286,BAKUA NKALA,G,247
2122,2287,BAKUA-TSHIKOBA,G,247
2123,2288,BAKWA KANDU IV,G,247
2124,2289,BAKWA MUYA IV,G,247
2125,2290,BAKWA TSHILOMBA,G,247
2126,2291,BATETELA,G,247
2127,2292,BENA LUMBALA,G,247
2128,2293,BENA MBIYE TSHISHANGANDU,G,247
2129,2294,BENA MUSENGA,G,247
2130,2295,BENA TSHINYANGU,G,247
2131,2296,BENA-DIALA,G,247
2132,2297,BENA-KALOMBO,G,247
2133,2298,BENA-KANDU,G,247
2134,2299,BENA-MAYI,G,247
2135,2300,BENA-MBIYE II/BENA LUMU LUA MUTOMBO,G,247
2136,2301,KAMBA KAKENDE,G,247
2137,2302,KAMBA-KHULU-LENGA,G,247
2138,2303,BAKUA TSHINANGA,G,248
2139,2304,BAKUANGA MALU MFUAMBA,G,248
2140,2305,BAKWA NDAYE KASANZU II,G,248
2141,2306,BAKWA TEMBUE,G,248
2142,2307,BAKWA TSHISHIMBULA,G,248
2143,2308,BAKWA-KATAWA KANDIMBA,G,248
2144,2309,BAKWA-MUKUNA,G,248
2145,2310,BAKWA-NDAYE TSHIAPEMBA,G,248
2146,2311,BENA DIEMU,G,248
2147,2312,BENA MANGA BITULU,G,248
2148,2313,BENA TSHITOKA II,G,248
2149,2314,BENA-KASOKO I MUSHIKU,G,248
2150,2315,BENA-KASOKO II MUKANGA,G,248
2151,2316,BENA-LOMBE,G,248
2152,2317,BENA-MANDE,G,248
2153,2318,BENA-MANDE I,G,248
2154,2319,BENA-MUSENGA,G,248
2155,2320,BENA-NSAMBA MBAYI KAMONJI,G,248
2156,2321,BENA-TSHIDIMU,G,248
2157,2322,BENA-TSHITOKA,G,248
2158,2323,BAJILA-KAPUMBU NZAMBI KABANDU,G,249
2159,2324,BAJILA-KAPUMBU NZEMBA,G,249
2160,2325,BAKWA- TSHIMUNA,G,249
2161,2326,BAKWA-KASUA,G,249
2162,2327,BAKWA-KATAWA LEMBALEMBA,G,249
2163,2328,BAKWA-META,G,249
2164,2329,BAKWA-MUAMBA,G,249
2165,2330,BATETELA,G,249
2166,2331,BENA MUTSHIPAYI,G,249
2167,2332,BENA NSAMBA III,G,249
2168,2333,BENA TSHIBASHI,G,249
2169,2334,BENA-KASHIYE KAMBA NGOMA,G,249
2170,2335,BENA-LOMBE,G,249
2171,2336,BENA-TSHADI,G,249
2172,2337,KABEYA MAYI I,G,249
2173,2338,KABEYA MAYI II,G,249
2174,2369,BAKWA MBUYI,G,249
2175,2339,BAKUA-BOMBO,G,250
2176,2340,BAKWA DISHI,G,250
2177,2341,BAKWA KANYEMBWE,G,250
2178,2342,BAKWA MANYANGA II,G,250
2179,2343,BAKWA NDOBA,G,250
2180,2344,BAKWA-BALA,G,250
2181,2345,BAKWA-MANYANGA,G,250
2182,2346,BENA -MUANYIKA,G,250
2183,2347,BENA MVULA,G,250
2184,2349,BENA TSHIADI MADILU NSHAMBA,G,250
2185,2350,BENA-LUMBA,G,250
2186,2351,BENA-NDAYE BAJILA KAPUMBU,G,250
2187,2352,KALONJI KAMPUKA TSHIBUYI,G,250
2188,2353,BAKETE KAYEYE,G,251
2189,2354,BAKWA NSUMPI,G,251
2190,2355,BAKWA-MFUNYA,G,251
2191,2356,BAKWANGA,G,251
2192,2357,BASHI BIYENGE,G,251
2193,2358,BASHI LUKUAYA,G,251
2194,2359,BASHI-SHODI,G,251
2195,2360,BENA KAMENGA,G,251
2196,2361,BENA KONJI,G,251
2197,2362,BENA LULUA KASANGA,G,251
2198,2363,BENA NGANZA,G,251
2199,2364,BENA NSHIMBA,G,251
2200,2365,BENA TSHIAPETA,G,251
2201,2366,KALONJI KA MPUKA,G,251
2202,2367,KALONJI KA TSHIMANGA,G,251
2203,2368,NGALA MUTUMBA,G,251
2204,2370,BAKELE,G,252
2205,2372,BAKETE BALONA/POPOLONA LAKADIANGA,G,252
2206,2373,BAMBALAIE,G,252
2207,2374,BAMBENGI,G,252
2208,2375,BANGOMBE,G,252
2209,2376,BANGONGO I,G,252
2210,2377,BANGONGO II,G,252
2211,2378,BANSUEBA,G,252
2212,2379,BASHOBWA,G,252
2213,2380,BATANDA,G,252
2214,2381,BATWA,G,252
2215,2382,BENA TSHIOFUA,G,252
2216,2383,BULANGU,G,252
2217,2384,BULEMBO,G,252
2218,2385,BUSHANGU,G,252
2219,2386,BUSHOONG,G,252
2220,2387,BWANGA-NTSHIEM,G,252
2221,2388,IMBEMEDI,G,252
2222,2389,KALAMBAMBI,G,252
2223,2390,KASUAMBAMBI,G,252
2224,2391,KASUAMBENGI,G,252
2225,2392,KIENG-NYANG,G,252
2226,2393,KIENG-PONGO,G,252
2227,2394,LWAYI-BUSHONGO,G,252
2228,2395,MAKEPE,G,252
2229,2396,MALUKU,G,252
2230,2398,MBIMA-BILONE,G,252
2231,2399,MBIMA-KIENG,G,252
2232,2400,MOMBO LONA,G,252
2233,2404,MPIANGA-MAKESHI,G,252
2234,2405,POPOLONA LUEMBE,G,252
2235,2406,POPOLONA LUTSHIADI,G,252
2236,2407,POPOLONA-SUD,G,252
2237,2409,TUNA,G,252
2238,2371,BAKETE BA LOMBELO,G,253
2239,2397,MBANTSHI TSHUMITUK,G,253
2240,2403,MPIANGA MBANTSHI,G,253
2241,2423,BAKWA-LONGO,G,254
2242,2424,BAKWA-LUSABI,G,254
2243,2425,BAKWA-MBALAYI,G,254
2244,2426,BASANGANA,G,254
2245,2427,BENA-MBALA,G,254
2246,2428,BENA-MBULU,G,254
2247,2484,BENA KAYEMBE,G,255
2248,2485,BENA KONJI,G,255
2249,2429,BAKWA LONJI,G,256
2250,2430,BAKWA NKUNDA,G,256
2251,2431,BAKWA-LUSABI,G,256
2252,2432,BAKWA-NGANDU,G,256
2253,2433,BENA KAMUANGA,G,256
2254,2434,BENA-MPETA,G,256
2255,2435,BENA-TSHIKULU,G,256
2256,2436,BAKWA-KABOLA/MBOMBO I,G,257
2257,2437,BAKWA-MPUTU,G,257
2258,2438,BAKWA-TSHIABA/BISAMBA,G,257
2259,2439,BENA KALOMBO/MBOMBO 2,G,257
2260,2440,BENA KAPUKI,G,257
2261,2441,BENA MAFUDI II/BENA KABUANDA,G,257
2262,2442,BENA TSHIANZA,G,257
2263,2443,BENA TSHIPATA,G,257
2264,2444,BENA TSHIULU,G,257
2265,2445,BENA-LUELA,G,257
2266,2446,BENA-MAFUDI,G,257
2267,2447,BENA-MULENGA I,G,257
2268,2448,BENA-MULENGA II,G,257
2269,2449,TSHISENSE/BENA DISANGA,G,257
2270,2450,BAKWA-MBUYI,G,258
2271,2451,BAKWA-NTAMBA,G,258
2272,2452,BENA-DIULU,G,258
2273,2453,BENA-MILOMBE,G,258
2274,2454,BENA-MUKAMBA,G,258
2275,2455,BENA-TSHIJIBA,G,258
2276,2456,TSHITA KANYOKA/BAKWA-MWANZA,G,258
2277,2457,BAKWA-BEYA (LOMBA),G,259
2278,2458,BAKWA-BUMBA,G,259
2279,2459,BAKWA-NDAFUNYI,G,259
2280,2460,BAKWA-TSHINGA,G,259
2281,2461,BENA KASANGANAIE,G,259
2282,2463,BAKWA-KABUNDA,G,260
2283,2464,BAKWA-LUBI,G,260
2284,2465,BAKWA-MPIKA,G,260
2285,2466,BAKWA-MULAMBA-NKANGA,G,260
2286,2467,BENA KABASELE,G,260
2287,2468,BENA LUPONGO,G,260
2288,2469,BENA- MBIYE,G,260
2289,2470,BENA-KADIEBUE,G,260
2290,2471,BENA-TSHIADI,G,260
2291,2472,BENA-TSHIDILA,G,260
2292,2473,MULAMBA WA MULAMBA,G,260
2293,2474,BAJILA MPAMPI,G,261
2294,2475,BAKUANGA MULE,G,261
