id,source_id,name,type_name,secteur_chefferie_commune_id
819,846,NSAKA,G,99
820,847,PANGALA,G,99
821,848,KIMPISIALA,G,100
822,849,LULA-LUMENE,G,100
823,850,MBAKANI,G,100
824,851,MBEKO NSEKE,G,100
825,1020,KANGU,G,101
826,1021,KHOZE,G,101
827,1022,KUIMBA-LUKULA,G,101
828,1023,MBAMBA,G,101
829,1024,MBAVU,G,101
830,1025,MBOMA-TSUNDI,G,101
831,1026,NKUANGILA-LUKULA,G,101
832,1027,VONDE,G,101
833,1028,VUNGU,G,101
834,1077,KINIATI,G,101
835,1078,PHELELE,G,101
836,1079,TSESE-NTINU,G,101
837,1029,BIDI,G,102
838,1030,KAI-SITU,G,102
839,1031,KIPHATA,G,102
840,1032,LELE-SIKILA,G,102
841,1033,LUVU,G,102
842,1034,MAKUNGU-LENGI,G,102
843,1035,MVUANGU,G,102
844,1075,KIALA-MONGO,G,102
845,1036,BEMBA-BUNZI,G,103
846,1037,KINSUNDI,G,103
847,1038,LUKAMBA-LENGI,G,103
848,1039,MBENZA-MVANGI,G,103
849,1040,MBILU-TOLO,G,103
850,1041,MFUIKI,G,103
851,1042,MUNU-NGAU,G,103
852,1043,NKONGO-NDEFI,G,103
853,1045,PHATU-NOKI,G,103
854,1046,TSANDANDA,G,103
855,1047,TSINGA-NKAZU,G,103
856,1048,TSINGA-NSONGO,G,103
857,1076,NDAMBU-MUNGA,G,103
858,1049,KANZI-TANDU,G,104
859,1050,KHUNGIDI,G,104
860,1051,KHUVI,G,104
861,1052,LUKAMBA,G,104
862,1053,LUSANGA,G,104
863,1054,MBINGU,G,104
864,1055,NKOKO,G,104
865,1056,PHADI,G,104
866,1057,TSANGA,G,104
867,1058,TSINGA-KHALA,G,104
868,1059,TSINGA-MASISA,G,104
869,1060,TUIDI-YILA,G,104
870,1061,BAKA,G,105
871,1062,BUENDE,G,105
872,1063,KINDEZI,G,105
873,1064,KIPHONDO,G,105
874,1065,KUNGU-MBAMBI,G,105
875,1066,LUANGU-LUKULA,G,105
876,1067,MANDU,G,105
877,1068,MAZINGA,G,105
878,1069,MBUKU-LUBONGO,G,105
879,1070,NKUANGILA-LELE,G,105
880,1071,NYINGU,G,105
881,1072,PHUDI-KIMBAUKA,G,105
882,1073,SUNGU,G,105
883,1074,TENDE,G,105
884,852,LONDE-NZADI,G,106
885,853,MIMPALA,G,106
886,854,NDOBA,G,106
887,855,YOKOLO,G,106
888,856,KIMBIMBI,G,107
889,857,KINSUMBU,G,107
890,858,KIVUNDA,G,107
891,859,KIMBANZA,G,108
892,860,KINKENDA,G,108
893,861,MBU,G,108
894,862,YANGA,G,108
895,863,BIDI,G,109
896,864,MFUETA,G,109
897,865,NSUNDI-MAMBA,G,109
898,866,KINKENGE,G,110
899,867,LUALA,G,110
900,868,LUANGU,G,110
901,869,KIKIUNGA,G,111
902,870,KIMATA,G,111
903,871,KINIANGI,G,111
904,872,MASANGI,G,111
905,873,SUNDI-LUTETE,G,111
906,874,YANGA-NORD,G,111
907,875,BULU,G,112
908,876,KINGILA,G,112
909,877,KINSEMI,G,112
910,878,KIBUNZI,G,113
911,879,KINKUNGU,G,113
912,880,MBAMBA,G,113
913,881,KIMPAKA,G,114
914,882,LEMBA,G,114
915,883,LUANGU,G,114
916,884,MBIONGO,G,114
917,885,KINGOYI,G,115
918,886,MUNKAKA,G,115
919,887,TEMBISA,G,115
920,888,YANGA-POMPE,G,115
921,889,KIMFUTI-NGULU,G,116
922,890,KINZAMBA,G,116
923,891,KINZIETO,G,116
924,892,KIGALA,G,117
925,893,KINDOMPOLO,G,117
926,894,KINKONDONGO,G,117
927,895,KIVITA,G,117
928,896,KIWEMBO,G,117
929,897,MALELE,G,117
930,898,MBATA-MAKELA,G,117
931,899,SADI-KISANGA,G,117
932,900,TUMBA-MANI,G,117
933,901,VUA,G,117
934,902,YUNGU,G,117
935,903,ZULU,G,117
936,904,KIANGALA-NA-NSUNDI,G,118
937,905,KIBAMBI,G,118
938,906,KIMBATA-LUIDI,G,118
939,907,MBAMBA-KALUNGA,G,118
940,908,MBAMBA-KOPO,G,118
941,909,MBATA-MPANGU,G,118
942,910,MBATA-WEMBO,G,118
943,911,KISANTU,G,119
944,912,KIYANIKA,G,119
945,913,NDEMBO,G,119
946,914,NSELO,G,119
947,915,BOKO,G,120
948,916,BUENSE,G,120
949,917,KIFUA,G,120
950,918,KIMAYULU,G,120
951,919,KINKOKO,G,120
952,920,KINKONI,G,120
953,921,KINSIESIE,G,120
954,922,KIPAKO,G,120
955,923,KITEMPA,G,120
956,924,KONGO-YONGO,G,120
957,925,NDANDA,G,120
958,926,NDEWA,G,120
959,927,NLEMBO,G,120
960,929,KIMPEMBA,G,121
961,930,KINSAKU-MUANDA,G,121
962,931,KINYENGO,G,121
963,932,KIAZI,G,122
964,933,KIFWA,G,122
965,934,KINDUNDU,G,122
966,935,LOVO,G,122
967,936,LUVAKA,G,122
968,937,MBANZA-NSUNDI,G,122
969,938,NKOLO,G,122
970,939,TADILA,G,122
971,940,GOMBE-MATADI,G,123
972,941,KILUANGU,G,123
973,942,KINKUZU,G,123
974,943,KINZINGA,G,123
975,944,NKANDU-KIANA,G,123
976,945,BANGU,G,124
977,946,KILUANGO,G,124
978,947,KINSENDE,G,124
979,948,LUVAKA,G,124
980,949,MBANZA-MBATA,G,124
981,950,MONGO,G,124
982,951,NGOMBE-SUD,G,124
983,952,NKIENDE,G,124
984,953,KOLO-TAVA,G,125
985,954,MBANZA-NSUNDI,G,125
986,955,MBENGO-A-NTADI,G,125
987,956,NDEMBO,G,125
988,957,LUVITUKU,G,126
989,958,MAWETE,G,126
990,959,MBANZA-MAKUTA,G,126
991,960,TUMBA-VATA,G,126
992,961,TUNGUA,G,126
993,962,KINDUNGA,G,127
994,963,NKAZU,G,127
995,964,NKUSU,G,127
996,965,NZIMBA,G,127
997,966,FUMVU,G,128
998,967,KILUA,G,128
999,968,KIMOKO,G,128
1000,969,KONGO-BOTONGO,G,128
1001,970,LOMBO-FUESE,G,128
1002,971,LUKUNGA,G,128
1003,972,NDUNGA,G,128
1004,973,NIONGA,G,128
1005,975,NTADI,G,128
1006,976,NZUNDU,G,128
1007,977,SANGA,G,128
1008,978,SANZALA,G,128
1009,1080,KINLAU,G,129
1010,1081,MALELA,G,129
1011,1082,BINDA-LUANDA,G,130
1012,1083,KINKALADO,G,130
1013,1084,LAMBA-NTEYE,G,130
1014,1085,LEMBA-NKAZU,G,130
1015,1086,LOLO-VEVOLO,G,130
1016,1087,LUNGA-VASA,G,130
1017,1088,LUSANGA-MPUNGU,G,130
1018,1089,LUSANGA-MUANZA,G,130
1019,1090,MANZADI,G,130
1020,1091,MATEBA,G,130
1021,1092,MBUNGU,G,130
1022,1093,SANZI-TSHAKATA,G,130
1023,1094,SEKE-DI-MAZANZA,G,130
1024,1095,TSHINKAKASA,G,130
1025,1096,TSUMBA-KITUTI,G,130
1026,1097,KAMBA-BONDO,G,131
1027,1098,KONGO,G,131
1028,1099,MAKAY-NIEMBA,G,131
1029,1100,MALEMBA,G,131
1030,1101,MAMPUTU,G,131
1031,1102,MATAMBA-MAKANZI,G,131
1032,1103,MATAMBA-MANGOYO,G,131
1033,1104,MUANDA-VILLAGE,G,131
1034,1105,NSIAMFUMU,G,131
1035,1106,NZEMBA,G,131
1036,1107,SULU,G,131
1037,1108,TENDE,G,131
1038,1109,TSHIKAYI,G,131
1039,1110,TSIMBANZA,G,131
1040,1111,YEMA,G,131
1041,979,KITSIENGO,G,132
1042,980,KUNGU-YALALA,G,132
1043,981,MONGODOLO,G,132
1044,982,MUMBA-NKAZU,G,132
1045,983,NLAMBA,G,132
1046,984,SEKE-BANZA,G,132
1047,985,ISANGILA,G,133
1048,986,KIZULU-TADI,G,133
1049,987,SAKA,G,133
1050,988,SEKE-LOLO,G,133
1051,989,KIONZO,G,134
1052,990,NSANDA,G,134
1053,991,VIVI,G,134
1054,992,KAVUZI,G,135
1055,993,KHUNI,G,135
1056,994,MAKABA,G,135
1057,995,MATAMBA,G,135
1058,996,MBENZA,G,135
1059,997,NZIUTI,G,135
1060,998,PHUDI,G,135
1061,999,SANZULU,G,135
1062,1000,TSUNDI,G,135
1063,1001,LOLO-MAZINGA,G,136
1064,1002,LOLO-NDAMVU,G,136
1065,1003,LUSENGE-MAKUKU,G,136
1066,1004,LUTALA-MBEKO,G,136
1067,1005,NSUMBI-NORD,G,136
1068,1006,NSUMBI-SUD,G,136
1069,1007,MBANZA-MANTEKE,G,137
1070,1008,MBANZA-NKAZI,G,137
1071,1009,NGOMBE,G,137
1072,1010,KIMPESE,G,138
1073,1011,MBEMBA,G,138
1074,1012,KIMPETE,G,139
1075,1013,KONGO-SONGOLOLO,G,139
1076,1014,NGOMBE MAKULUKULU,G,139
1077,1015,KONGO-DIA-LEMBA,G,140
1078,1016,PALABALA,G,140
1079,1017,KASI,G,141
1080,1018,MUKIMBUNGU,G,141
1081,1019,NIENGE,G,141
1082,1112,BULA,G,142
1083,1113,DIZI,G,142
1084,1114,KASADI,G,142
1085,1115,KINGULU,G,142
1086,1116,MADINGA,G,142
1087,1117,MBINGA-DUNGU,G,142
1088,1118,SAMBA,G,142
1089,1119,BANGULA,G,143
1090,1120,BIABU,G,143
1091,1121,KHAMI-LELO,G,143
1092,1122,KHELE-NLUZI,G,143
1093,1123,KIMBENZA,G,143
1094,1124,KINGANDA,G,143
1095,1125,KIOLO,G,143
1096,1126,KIVUTU-KINANGA,G,143
1097,1127,LUANGU-NDUKULA,G,143
1098,1128,LUANGU-NZADI,G,143
1099,1129,MBALA-MVUMU,G,143
1100,1130,MVOZE,G,143
1101,1131,PHUKA,G,143
1102,1132,SEKE,G,143
1103,1133,TUIDI-LUNGILA,G,143
1104,1134,TUIDI-NSUNDI,G,143
1105,1135,TUIDI-NZAMBI,G,143
1106,1136,VAKU-NLUZI,G,143
1107,1137,VAKU-NZEBO,G,143
1108,1138,ZUNGU VUKU,G,143
1109,1139,KASAMVU,G,144
1110,1140,KIKAMBA,G,144
1111,1141,MBEMBA,G,144
1112,1142,NIALI,G,144
1113,1143,NTENE,G,144
1114,1144,PFUKU,G,144
1115,1145,SINGINI,G,144
1116,1146,KHELE,G,145
1117,1147,KIMONGO,G,145
1118,1148,KITHADI,G,145
1119,1149,KIVUNDA,G,145
1120,1150,KIZU,G,145
1121,1152,NTOMBO-YANGA,G,145
1122,1153,YANGA,G,145
1123,1154,KAI-MBAKU,G,146
1124,1155,KIMBIDI,G,146
1125,1156,KIOBO-NGOYI,G,146
1126,1157,MADUDA,G,146
1127,1158,MBENZA-MASOLA,G,146
1128,1159,NLUNDU,G,146
1129,1160,TSANGA-NGOMA,G,146
1130,1161,KIFUMA,G,147
1131,1162,KIMUELA,G,147
1132,1163,KINKONZI,G,147
1133,1164,KIPHESI,G,147
1134,1165,LELE-NSUNDI,G,147
1135,1166,LUBUZI,G,147
1136,1167,LUVU,G,147
1137,1168,MABA,G,147
1138,1169,MANIANGA,G,147
1139,1170,MBANGA,G,147
1140,1171,MBENZA-NZITA,G,147
1141,1172,NGUNDA-NGUNDA,G,147
1142,1173,NIOLO,G,147
1143,1174,NKONDO-MAYEKA,G,147
1144,1175,TUMBA,G,147
1145,1176,VINDA,G,147
1146,1177,KIKHOKOLO,G,148
1147,1178,MBUKU-DUNGU,G,148
1148,1179,MBUTU-PHOLO,G,148
1149,1180,MIYINGU,G,148
1150,1181,NGANDA-TSUNDI,G,148
1151,1182,PHALANGA,G,148
1152,1183,TSUNGI-NZAMBI,G,148
1153,1184,BAS-KUIMBA,G,149
1154,1185,HAUT-KUIMBA,G,149
1155,1187,KAI-NZOBE,G,149
1156,1188,MBUKU-NZOBE,G,149
1157,1189,NAMA-TSANGA,G,149
1158,1190,NDINGI,G,149
1159,1191,TEMBE,G,149
1160,1192,TSANGA-NORD,G,149
1161,1194,BONGILIMA,G,150
1162,1195,LILANGI  I,G,150
1163,1196,LISAFA,G,150
1164,1197,NSONGO,G,150
1165,1204,BOBENDE  MOERA,G,151
1166,1205,BOBAMBO,G,151
1167,1206,BOSO DJEMONGO I,G,151
1168,1207,BOSO GBA,G,151
1169,1208,BOSO MBULU,G,151
1170,1209,BOSO NGOMBO,G,151
1171,1210,BOSONGO,G,151
1172,1211,DJOMBO,G,151
1173,1212,EBONGO LIBIA,G,151
1174,1213,KODORO,G,151
1175,1214,NGUMU,G,151
1176,1215,POMA,G,151
1177,1216,POO,G,151
1178,1217,BOEKE,G,152
1179,1218,BOENDO,G,152
1180,1219,BOKENDA,G,152
1181,1220,BOLIMA I,G,152
1182,1221,BOLIMA II,G,152
1183,1222,BOYELA  NDEKE,G,152
1184,1223,BUYA,G,152
1185,1224,ELINGA   MALANGA,G,152
1186,1225,LIFUMBA,G,152
1187,1226,LOLUNGU,G,152
1188,1227,MONDJONJO I,G,152
1189,1228,MONDJONJO II,G,152
1190,1229,NTOMBA,G,152
1191,1230,WAKA,G,152
1192,1231,WALA,G,152
1193,1232,BOKENGIA BAINA,G,153
1194,1233,BOSANGA,G,153
1195,1234,ILOKWAMPELA,G,153
1196,1235,LOONDO,G,153
1197,1236,MARINGO,G,153
1198,1237,YOLO YELEKO,G,153
1199,1238,BOFINDJI  EST,G,154
1200,1239,BOFINDJI  OUEST,G,154
1201,1240,INDJOLO,G,154
1202,1241,BESONGO  I,G,155
1203,1242,BESONGO II,G,155
1204,1243,BONSENDE,G,155
1205,1244,BOSANGA  NTOMBA,G,155
1206,1245,BOTUALI,G,155
1207,1246,IKOKO BONGINDA,G,155
1208,1247,LOKONGO,G,155
1209,1248,NTOMBA NKOLE,G,155
1210,1249,BOLOMBO  MONGO,G,156
1211,1250,BONYANGA  BOMENGE,G,156
1212,1251,MONZALE  ELOMBE,G,156
1213,1252,MONZALE MONZOI,G,156
1214,1253,MWERA  KUTU,G,156
1215,1254,MWERA  SABANDO,G,156
1216,1255,NKOMBO,G,156
1217,1256,BOLENGE,G,157
1218,1257,BONGANDANGA,G,157
1219,1258,ELEKU,G,157
1220,1259,IKENGO,G,157
1221,1260,MONGO,G,157
1222,1261,WAOLA,G,157
1223,1262,BOSO   NGUMA,G,158
1224,1263,BOSO  BEMBA,G,158
1225,1264,BOSO  GBAMBILI  II,G,158
1226,1265,BOSO GBAMBILI  I,G,158
1227,1266,ISSAY,G,158
1228,1267,BOKALA,G,159
1229,1268,BONYANGA,G,159
1230,1269,LINGOY,G,159
1231,1270,MPOMBO,G,159
1232,1271,BOLOMBO-MONGO,G,160
1233,1272,BONZENGA,G,160
1234,1273,ELEKU LOLANGA,G,160
1235,1275,BONSAMBI,G,161
1236,1276,BOSIRA,G,161
1237,1277,LOBALA I,G,161
1238,1278,LOBALA II,G,161
1239,1280,LOBALA -LIKOKA,G,161
1240,1281,MAKUTU,G,161
1241,1282,MANGBA,G,161
1242,1283,BIKUNDA,G,162
1243,1284,BOBANGI,G,162
1244,1285,BOKEMBE,G,162
1245,1286,BOKENE,G,162
1246,1287,BOMANA,G,162
1247,1288,BOMBENGA,G,162
1248,1289,BOSESERA,G,162
1249,1290,LIBELE,G,162
1250,1291,LIBINZA,G,162
1251,1292,LIMANYA,G,162
1252,1293,MAMPOKO,G,162
1253,1294,MOBENA,G,162
1254,1295,BAKAALA,G,163
1255,1296,BELOKO,G,163
1256,1297,BOMBWANZA,G,163
1257,1298,BONGALE,G,163
1258,1299,ELINGA,G,163
1259,1300,LIFUMBA,G,163
1260,1301,BOMBOMBA,G,164
1261,1302,BONGILI,G,164
1262,1303,IYONDA,G,164
1263,1304,MOKOSO,G,164
1264,1305,WANGATA,G,164
1265,1306,BESOMBO,G,165
1266,1307,BOANGI,G,165
1267,1308,BOOYA,G,165
1268,1309,INDJOLO,G,165
1269,1310,BANUNU BOBANGI,G,166
1270,1311,LUSANKANI,G,167
1271,1312,NGELE,G,167
1272,1313,MPAMA,G,168
1273,1314,BONDOKO BOZENGA,G,169
1274,1315,BONKULA,G,169
1275,1316,MABEMBE,G,169
1276,1317,MANKANZA,G,169
1277,1318,LUSENGO,G,170
1278,1319,MALUNZA,G,170
1279,1320,MOBEKA,G,170
1280,1321,BOBOKA,G,171
1281,1322,BOLOMBO,G,171
1282,1323,EMATE  LOA,G,171
1283,1324,NDOBO,G,171
1284,1332,BAOLONGO,G,172
1285,1333,BOKENDA I,G,172
1286,1334,BONGANDANGA,G,172
1287,1335,DIKILA,G,172
1288,1336,LIKOTE,G,172
1289,1337,LILANGI,G,172
1290,1338,LINKAA,G,172
1291,1339,LOKA,G,172
1292,1340,LOLENGI,G,172
1293,1341,MANGE- YALIKO,G,172
1294,1342,MANGE-WAMBA,G,172
1295,1343,MPUKAUNGA,G,172
1296,1344,SONGO MBOYO,G,172
1297,1345,BOBENDE - RIVE,G,173
1298,1346,BOGBONGA,G,173
1299,1347,BOMBALE,G,173
1300,1348,BOMBATI - RIVE,G,173
1301,1349,BOMBATI - TERRE,G,173
1302,1350,BOMBELE - TERRE,G,173
1303,1351,BOMBELE-RIVE,G,173
1304,1352,BOMBENDE - TERRE,G,173
1305,1353,BOSO-KEMA,G,173
1306,1354,BOSO-LIKOLO,G,173
1307,1355,BOSWA,G,173
1308,1356,BUDZALIYE,G,173
1309,1357,ERENGE,G,173
1310,1358,HETEROGENE,G,173
1311,1359,KODORO,G,173
1312,1360,LIKENDE,G,173
1313,1361,LIMBOYE,G,173
1314,1362,MOWAKA,G,173
1315,1363,BOGBONGA,G,174
1316,1364,BOKATOLAKA,G,174
1317,1365,BOMBOMBO,G,174
1318,1366,BONGOMBE,G,174
1319,1367,BOSO DOLE,G,174
1320,1368,BOSO EFUTA,G,174
1321,1369,BOSO GBOGBO,G,174
1322,1370,BOSO INZONGO,G,174
1323,1371,BOSO MANE,G,174
1324,1372,BOSO MBOKE,G,174
1325,1373,BOSO MODANDA,G,174
1326,1374,BOSO MOGBULA,G,174
1327,1375,GBENZALE,G,174
1328,1376,MBATI,G,174
1329,1377,MOSWEYA,G,174
1330,1378,MWENO,G,174
1331,1379,NDIKO,G,174
1332,1380,PO,G,174
1333,1381,BOBAMBO,G,175
1334,1382,BODALA,G,175
1335,1383,BOONGA,G,175
1336,1384,BOSO KULUKI,G,175
1337,1385,DOBO,G,175
1338,1386,HETEROGENE LIKASA,G,175
1339,1387,KIRE,G,175
1340,1388,LINGOY,G,175
1341,1389,LIOMBO,G,175
1342,1390,LOFONGO  BOLAKA,G,175
1343,1391,LOFONGO KOLE,G,175
1344,1392,LOKALEMA,G,175
1345,1393,MBANGI,G,175
1346,1394,MOMBEKA,G,175
1347,1395,NSENI,G,175
1348,1396,YAKONO,G,175
1349,1397,YAOFANGA,G,175
1350,1398,YAYOLO,G,175
1351,6110,BAENGA,G,175
1352,1399,BOKOY,G,176
1353,1400,BOLI - NORD,G,176
1354,1401,BOLI - SUD,G,176
1355,1402,GONGO,G,176
1356,1403,YAMANDIKA,G,176
1357,1404,YAMBATA,G,176
1358,1405,BOWELA  BOMENGE,G,177
1359,1406,BOKOMBE,G,177
1360,1407,BOPANDU,G,177
1361,1408,WOONDA,G,177
1362,1409,YABIANGO,G,177
1363,1410,YALIAMBI,G,177
1364,1411,YALIGIMBA,G,177
1365,1412,YAMOLOTA,G,177
1366,1413,BOPOTO,G,178
1367,1414,BOSAMBI,G,178
1368,1415,BOSANGA,G,178
1369,1416,BOTSOLI MALEKESA,G,178
1370,1417,BUDZA,G,178
1371,1418,MANGA,G,178
1372,1419,WASALAKA,G,178
1373,1420,YAISIMBI,G,178
1374,1421,YAKOY,G,178
1375,1422,YAMBILI,G,178
1376,1423,YAMONGILI,G,178
1377,1424,YAMUHA,G,178
1378,1425,YAMWANDA,G,178
1379,1426,YANZEKA,G,178
1380,1427,BOPOTO,G,179
1381,1428,EKANGO,G,179
1382,1429,LIKOMBE,G,179
1383,1430,MONZOI,G,179
1384,1431,YAENGOMBA,G,179
1385,1432,YALOKULU,G,179
1386,1433,YAMBAO,G,179
1387,1434,YAMBULI,G,179
1388,1435,YAMIKELI,G,179
1389,1436,YAMISIKO,G,179
1390,1437,YAMOLANGA,G,179
1391,1438,YAPAKA,G,179
1392,1439,BOLUPI,G,180
1393,1440,NDOBO,G,180
1394,1441,YAKOMBO,G,180
1395,1442,YALOMBO,G,180
1396,1443,YAMBAO,G,180
1397,1444,YAMBENGA,G,180
1398,1445,YAMENDO,G,180
1399,1446,YANGOLA,G,180
1400,1447,YANZELE,G,180
1401,1448,YATSONZO,G,180
1402,1449,ANZELA,G,181
1403,1450,ASONGO,G,181
1404,1451,AUMA,G,181
1405,1452,BENZALE,G,181
1406,1453,BOBENGA,G,181
1407,1454,BOKOY,G,181
1408,1455,BONDUNGA,G,181
1409,1456,BOZOGI,G,181
1410,1457,DOKO,G,181
1411,1459,MOMBONGU,G,181
1412,1460,NDUNDUSANA,G,181
1413,1461,YALISIKA,G,181
1414,1462,YAMBILA,G,181
1415,1463,YAMBUKU,G,181
1416,1466,BOKAPO,G,182
1417,1467,BOMBIA,G,182
1418,1468,BOSO MANZI,G,182
1419,1469,BOSO MOZEBO,G,182
1420,1470,GUMBA EBONGO,G,182
1421,1471,GWANGA,G,182
1422,1472,KWAWA,G,182
1423,1473,MONGUBA MONGILI,G,182
1424,1474,MOWEA,G,182
1425,1475,NGONZI,G,182
1426,1476,BAGENZA,G,183
1427,1477,BOBALA,G,183
1428,1478,BOBY,G,183
1429,1479,BOKUTU,G,183
1430,1480,BOLONGO,G,183
1431,1481,BOMWANGI,G,183
1432,1482,BONGOMBO,G,183
1433,1483,BOSO GODO,G,183
1434,1484,BWELA,G,183
1435,1485,EBONGO MIKA,G,183
1436,1486,MONDINGILI,G,183
1437,1487,MONDUNGA,G,183
1438,1488,NDEKE,G,183
1439,1489,NGBELE,G,183
1440,1490,POPOLO,G,183
1441,1491,AKULA RIVE NORD,G,184
1442,1492,BOKUTU,G,184
1443,1493,BONGOPA,G,184
1444,1494,BOSO GBEKU,G,184
1445,1495,BOSO MOHULI,G,184
1446,1496,BOSO MOKALU,G,184
1447,1497,BOSO NAME,G,184
1448,1498,BOSO NGUMONI,G,184
1449,1499,DIOBO,G,184
1450,1500,GWEMBA,G,184
1451,1501,GWENZALE,G,184
1452,1502,IKONONGO,G,184
1453,1503,LIBONA,G,184
1454,1504,MBATA,G,184
1455,1505,MOMBANGI,G,184
1456,1506,MONDUNGA,G,184
1457,1516,BODUNA,G,185
1458,1517,GOBU,G,185
1459,1518,SABO SIDI,G,185
1460,1519,SAWA III,G,185
1461,1520,TOGBO,G,185
1462,1521,BADZA KELO,G,186
1463,1522,FULU  MBANZA,G,186
1464,1523,FULU NDUBULU,G,186
1465,1524,GBAGIRI,G,186
1466,1525,MONO BILI,G,186
1467,1526,MONO BUDA,G,186
1468,1527,MONO GOBU,G,186
1469,1528,MONO KONGO,G,186
1470,1529,MONO WODZO,G,186
1471,1530,NGOMBE  YAKPA,G,186
1472,1531,BODEME,G,187
1473,1532,BOKADA,G,187
1474,1533,MBUI,G,187
1475,1534,MONGO MBANZA,G,187
1476,1535,MONO BILIO,G,187
1477,1536,MONO BUBANDA,G,187
1478,1537,NGOMBE MOSWEYA,G,187
1479,1538,NGOMBE NGWELE,G,187
1480,1539,BODANGABO,G,188
1481,1540,BODETOA,G,188
1482,1541,BOGEZE,G,188
1483,1542,BOGULA,G,188
1484,1543,BOKARAWA EST,G,188
1485,1544,BOKARAWA NORD,G,188
1486,1545,BOMAGO,G,188
1487,1546,BOYAGBASWE,G,188
1488,1547,BABALE,G,189
1489,1548,BOBITI,G,189
1490,1549,BOBOSO,G,189
1491,1550,BOBUSU,G,189
1492,1551,BOGBOIN,G,189
1493,1552,BOGBUDU,G,189
1494,1553,BOGONDA,G,189
1495,1554,BOKAPO,G,189
1496,1555,BOKOSA,G,189
1497,1556,BOKUDU,G,189
1498,1557,BOMONGO,G,189
1499,1558,BONDOY,G,189
1500,1559,BOPILI,G,189
1501,1560,BOSIMA,G,189
1502,1561,BOZAME,G,189
1503,1562,MBATI,G,189
1504,1563,MONGWA PELE,G,189
1505,1564,MONZOMBOLI,G,189
1506,1565,MONZWAMBE,G,189
1507,1566,YAGBATE,G,189
1508,1567,ZAKUNDA,G,189
1509,1568,BOBADI,G,190
1510,1569,BOBILISI,G,190
1511,1570,BODAMBULE,G,190
1512,1571,BODUA,G,190
1513,1572,BOKANDU BOGON,G,190
1514,1573,BOKARAWA SUD,G,190
1515,1574,BOMELE,G,190
1516,1575,BONUDANA,G,190
1517,1576,BOZAGBA BOYAWE,G,190
1518,1582,DONDO,G,191
1519,1583,GBO GOMBO,G,191
1520,1584,GEMU,G,191
1521,1585,MBINDO,G,191
1522,1586,NDEKERE,G,191
1523,1587,VOTE,G,191
1524,1588,YAKE,G,191
1525,1667,NGBANDA,G,191
1526,1589,BOGONDA,G,192
1527,1590,BURAKA,G,192
1528,1591,FULU GBADIBA,G,192
1529,1592,GBADO GBOKETSA,G,192
1530,1593,GBANZIRI,G,192
1531,1594,KOGBA,G,192
1532,1595,MANIKO,G,192
1533,1596,MBANZA FULU,G,192
1534,1597,MOGWAKA,G,192
1535,1598,NGBANYO,G,192
1536,1599,NWENENGE,G,192
1537,1600,PASAGBA,G,192
1538,1601,YAKPA,G,192
1539,1602,BAKONGO,G,193
1540,1603,BODUNGA,G,193
1541,1604,BWATO,G,193
1542,1605,LIKWANGOLA,G,193
1543,1606,MOGBAGA,G,193
1544,1607,MOGBAMO,G,193
1545,1608,MOGBOZE,G,193
1546,1609,MOGUGO,G,193
1547,1610,MOMBATI,G,193
1548,1611,MONDALANGI,G,193
1549,1612,MONDANGA,G,193
1550,1613,MONGBUADO,G,193
1551,1614,MONGENDE NORD,G,193
1552,1615,MONGENDE SUD,G,193
1553,1616,MONZOBO,G,193
1554,1617,POMBI,G,193
1555,1618,BOYA-BUDA,G,194
1556,1619,GEMBELE,G,194
1557,1620,KASHI,G,194
1558,1621,LITE-BALA,G,194
1559,1622,MBONGO,G,194
1560,1623,NZAMBA,G,194
1561,1624,BIRA,G,195
1562,1625,GINI,G,195
1563,1626,GOMBA,G,195
1564,1627,KANDO,G,195
1565,1628,LAU OUEST,G,195
1566,1629,LAU-EST,G,195
1567,1630,LIMASA,G,195
1568,1631,MODALE,G,195
1569,1632,NDAYO,G,195
1570,1634,NZALE,G,195
1571,1635,TONGU,G,195
1572,1644,BANDA,G,196
1573,1645,BANGO SUMBA,G,196
1574,1646,BOIMILI,G,196
1575,1647,DAMIA,G,196
1576,1648,GBEDE,G,196
1577,1649,GBOGBU,G,196
1578,1650,GWATI,G,196
1579,1651,KUTSU,G,196
1580,1652,LENGO,G,196
1581,1653,LIBANZA,G,196
1582,1654,NAKI,G,196
1583,1655,NGBULU,G,196
1584,1656,WOZO I,G,196
1585,1657,BALAW,G,197
1586,1658,BANGA MONGWANDI,G,197
1587,1659,BANZA EST,G,197
1588,1660,BOKALAKITI,G,197
1589,1661,GWAPARA,G,197
1590,1662,KUTU,G,197
1591,1663,LIDA,G,197
1592,1664,MBWA-DJIBA,G,197
1593,1665,MOZEBA,G,197
1594,1666,MUSA,G,197
1595,1668,NZEKA,G,197
1596,1669,TALIBA,G,197
1597,1670,TAMONZOMBE,G,197
1598,1671,TOYO,G,197
1599,1672,YAKAMBA,G,197
1600,1636,KENGELE-NGBANVU,G,198
1601,1638,NGBANDA,G,198
1602,1673,DONGO BOTO,G,199
1603,1674,KARAGBA,G,199
1604,1675,KUMA GWI,G,199
1605,1676,LIKUBA,G,199
1606,1677,MBAYA,G,199
1607,1678,MOGUGU,G,199
1608,1679,MOTEMBO-AKULA,G,199
1609,1680,NGBANDAKI,G,199
1610,1681,NGBONGA-MBAKO (NGBOKA),G,199
1611,1682,POMA,G,199
